culture,typeOfEntity,authorizedFormOfName,functions,sources,subjectAccessPoints,placeAccessPoints,places,history,digitalObjectURI
en,Person,Sama Alshaibi,Spring 2019 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/sama-alshaibi,IAIR Spring 2019,Tucson,"Tucson, AZ","Sama Alshaibi (b. Basra, Iraq, 1973), is a multi-media artist who employs the use of photography, video/object hybrids, and installation. Alshaibi’s practice explores spaces of conflict, post-war and migration to tease out issues of citizenship and power. Frequently featuring herself as a protagonist within her works she applies the body as an allegorical device to investigate geographical metaphors that exist between spaces of political and social oppression. Alshaibi’s monograph, Sama Alshaibi: Sand Rushes In (New York: Aperture, 2015) presents her Silsila series, which probes the human dimensions of migration, borders, and environmental demise. Silsila was exhibited at the 55th Venice Biennale (Venice, 2013), the Honolulu Biennale (Hawaii, 2017), Marta Herford Museum (Germany, 2017), and the Qalandia International Biennial (Haifa, 2016). Her 15 solo exhibitions include Silsila (Johnson Museum of Art at Cornell University, NY, 2017 and Scottsdale Museum of Contemporary Art, Arizona, 2016), Collapse (Ayyam Gallery, Dubai, 2015), and Sand Rushes In (Ayyam Gallery, London, 2015).
Alshaibi is Professor and Co-Chair of Photography, Video & Imaging at University of Arizona, Tucson, where she was granted the title “1885 Distinguished Scholar”. She received a Visual Arts Grant by the Arab Fund for Arts and Culture in 2017, the Arizona Commission on the Arts “Visual Arts Grant” in 2018 and was awarded a Fulbright Scholar Fellowship (2014-2015) as part of a residency at the Palestine Museum in Ramallah.
Her group exhibitions include Tucson Museum of Art (Arizona), CCS Bard Hessel Museum & Galleries (Bard College, NY), Museum De Wieger (Netherlands), the 2014 FotoFest International Biennial (Houston and Abu Dhabi), and the Museum of Contemporary Art (Denver). Her video artworks and films have screened in numerous film festivals internationally. Her works have been collected by public institutions and collectors internationally. She has been featured in Art Asia Pacific, NY Times, Ibraaz, Bluin Artinfo, Contemporary Practices, Harpar’s Bazaar, The Guardian, CNN, Huffington Post and Hysteria. She received a MFA in Photography, Video, and Media Arts from the University of Colorado at Boulder (2005).
Alshaibi is represented by Ayyam Gallery in Dubai, UAE.
Photo courtesy of the artist",https://artpace.org/wp-content/uploads/sama-bio-pic-470x608.jpg
en,Person,Jennifer Ling Datchuk,Spring 2019 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/jennifer-ling-datchuk,IAIR Spring 2019,San Antonio,"San Antonio, TX","Jennifer Ling Datchuk is a ceramic sculptor and artist born in Warren, Ohio and raised in Brooklyn, New York.  Her mother came to this country in the early 1970s from China; her father born and raised in Ohio to Russian and Irish immigrant parents.  Beyond initial appearances, the layers of her parents’ past and present histories are extremely overwhelming and complicated – a history of conflict she has inherited and a perpetual source for her work.  She captures this conflict by exploring the emotive power of domestic objects and rituals that fix, organize, soothe and beautify our lives.  Trained in ceramics, the artist works with porcelain and other materials often associated with traditional women’s work, such as textiles and hair, to discuss fragility, beauty, femininity, intersectionality, identity and personal history.
She holds an MFA in Artisanry from the University of Massachusetts Dartmouth and a BFA in Crafts from Kent State University. She has received grants from the Artist Foundation of San Antonio, travel grant from Artpace, and the Linda Lighton International Artist Exchange Program to research porcelain clay as a conceptual material. She was awarded a residency through the Blue Star Contemporary Art Museum to conduct her studio practice at the Künstlerhaus Bethanien in Berlin, Germany and has participated in residencies at the Pottery Workshop in Jingdezhen, China, Vermont Studio Center, and the European Ceramic Work Center in the Netherlands. In 2017, she received the Emerging Voices award from the American Craft Council. Currently residing in San Antonio, Texas, where she is a Professor of Art at the Southwest School of Art. On Inauguration Day 2017, she opened the Porcelain Power Factory, a 4-year body of work that reclaims the past lives of objects to raise the social awareness of causes that we need to fight for.
Photo credit: Mark Menjivar",https://artpace.org/wp-content/uploads/j-datchuk_headshot.jpg
en,Person,Deborah Willis,"Spring 2019 International Artist-in-Residence Program Guest Curator
",https://www.artpace.org/artists_and_curators/deborah-willis,IAIR Spring 2019,,,"Deborah Willis, Ph.D, is University Professor and Chair of the Department of Photography & Imaging at the Tisch School of the Arts at New York University and has an affiliated appointment with the College of Arts and Sciences, Department of Social & Cultural Analysis, Africana Studies, where she teaches courses on Photography & Imaging, iconicity, and cultural histories visualizing the black body, women, and gender. Her research examines photography’s multifaceted histories, visual culture, the photographic history of Slavery and Emancipation; contemporary women photographers and beauty. She received the John D. and Catherine T. MacArthur Fellowship and a John Simon Guggenheim Fellowship. Willis is the author of Posing Beauty: African American Images from the 1890s to the Present; and co-author of The Black Female Body A Photographic History; Envisioning Emancipation: Black Americans and the End of Slavery; and Michelle Obama: The First Lady in Photographs (both titles a NAACP Image Award Winner). Professor Willis’s curated exhibitions include: “In Pursuit of Beauty” at Express Newark; “Let Your Motto Be Resistance: African American Portraits” at the International Center of Photography and “Reframing Beauty: Intimate Moments” at Indiana University. Since 2006 she has co-organized thematic conferences exploring imaging the black body in the West such as the conference titled Black Portraiture[s] which was held in Johannesburg in 2016. She has appeared and consulted on media projects including documentary films such as Through A Lens Darkly and Question Bridge: Black Males, a transmedia project, which received the ICP Infinity Award 2015, and American Photography, PBS Documentary.",https://artpace.org/wp-content/uploads/IAIR_Deb_Willis_creditAliceProujansky-470x704.jpg
en,Person,Alice Khalilova,Fall 2018 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/alice-khalilova,IAIR Fall 2018,London,"London, UK","Born in 1991, Anglo-Russian multimedia artist Alice Khalilova lives and works in London. Working fluidly across print, sculpture and video -Khalilova’s work critically explores the intersections of technological advancement, spirituality and philosophy. Since having graduated from Chelsea College of Art in 2014 Khalilova has participated in a number of group and solo shows including ‘Broken Tusk’ with DAM projects, ‘Reboot Horizon’ at Cell Project Space, London ‘Apricot’, Basic Space, Dublin and Open Source festival London. She is co-curator and participant of ‘Clubdead.io’ an online/offline exhibition concept dedicated to redefining abandoned spaces in post-austerity Britain.",https://artpace.org/wp-content/uploads/pressphoto-470x452.jpg
en,Person,Clifford Owens,Fall 2018 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/clifford-owens,IAIR Fall 2018,New York,"New York, NY","Clifford Owens’ art has appeared in numerous group and solo exhibitions. His solo exhibitions include “Anthology: Clifford Owens” Museum of Modern Art PS1 (2011-2012), “Better the Rebel You Know” Home, Manchester, England (2014), and “Perspectives 173: Clifford Owens” Contemporary Arts Museum Houston (2011). His many group exhibitions include, “Radical Presence: Black Performance in Contemporary Art” Contemporary Arts Museum (2012 – 2014), “Greater New York 2005” Museum of Modern Art PS1 (2005), “Freestyle” The Studio Museum in Harlem (2001), and “Performance Now” (2013 – 2014).
He studied at The School of the Art Institute of Chicago, Rutgers University, and the Whitney Museum Independent Study Program. He has received numerous grants and fellowships including the William H. Johnson Prize, the Art Matters Grant, the Louis Tiffany Comfort Award, the New York Foundation for the Arts Fellowship, the New York Community Trust, the Lambent Foundation, and the Rutgers University Ralph Bunche Distinguished Graduate Fellowship. Publications, reviews, and interviews about his work include New York Times, Art +Auction, Village Voice, Modern Painters, Art in America, Art Forum, The New Yorker, BOMB, The Wall Street Journal, The Drama Review, Greater New York 2005, Performa: New Visual Art Performance, Rethinking Contemporary Art and Multicultural Education, and Why Art Photography? He has written for exhibition catalogues, the New York Times, Art Forum, and Performing Arts Journal. His project “Anthology” is the subject of his first book.
He has been visiting artist faculty and guest critic at The School of the Art Institute of Chicago, The Cooper Union for the Advancement of Science and Art, Yale University, Columbia University, Harvard University, Princeton University, New York University, and the University of North Carolina, Chapel Hill. He has been an artist in residence at The Studio Museum in Harlem (2005-2006), Skowhegan School of Painting and Sculpture (2004), Pioneer Works (2014), and Sharpe-Walentas Studio Program (2016-2017).
He lives and works in New York City and he is represented by INVISIBLE-EXPORTS, located in New York City.
Photo by Mat Jinks",https://artpace.org/wp-content/uploads/Clifford-Owens-Photograph@Mat-Jinks-470x477.jpg
en,Person,Ana Fernandez,Fall 2018 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/ana-fernandez,IAIR Fall 2018,San Antonio,"San Antonio, TX","Ana Fernandez is a multidisciplinary artist who explores the diverse landscapes of Latino communities in South Texas through landscape painting, portraiture and through her work as a street vendor in her food truck, The Institute of Chili.
Fernandez holds a BFA from The School of the Art Institute of Chicago and an MFA from UCLA. She has exhibited at Women & Their Work Gallery (2012), Institute of Texan Cultures (2012), McNay Art Museum (2018), Guadalupe Cultural Arts Center (2017), Blue Star Contemporary (2012), and the Contemporary Arts Museum Houston (2018).
The Nettie Lee Benson Latin American Collection currently houses her official archives at the University of Texas at Austin. Ana is a recipient of the Joan Mitchell Foundation Painters & Sculptors Grant in 2017.",https://artpace.org/wp-content/uploads/AnaFernandez_WebCrop-470x470.jpg
en,Person,Morgan Quaintance,"Fall 2018 International Artist-in-Residence Program Guest Curator
",https://www.artpace.org/artists_and_curators/morgan-quaintance,IAIR Fall 2018,,,"Morgan Quaintance is a London-based writer, musician, broadcaster and curator. Born in South London, he is a regular contributor to Art Monthly, and has written for The Guardian, The Wire, Art Review, Frieze, Rhizome.org, and a number of curatorial sites and blogs. He is a contributing editor for E-Flux’s online publishing portal Art Agenda, is a founding member of the curatorial collective DAM PROJECTS, and was the 2015/16 curatorial fellow at Cubitt Gallery, London. As a presenter he has worked with the BBC, Channel Four, Artfund, the Royal Opera House, National Theatre and Roundhouse, and is also the producer of Studio Visit, a monthly hour-long interviews-based program, broadcast on London’s Resonance 104.4 FM, featuring international contemporary artists as guests.",https://artpace.org/wp-content/uploads/IAIR_MorganQuaintanceHeadshot-470x470.jpg
en,Person,Pamela Phatsimo Sunstrum,Summer 2018 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/pamela-phatsimo-sunstrum,IAIR Summer 2018,Mochudi|Toronto|Johannesburg,"Mochudi, Botswana / Toronto, Canada / Johannesburg, South Africa","Pamela Phatsimo Sunstrum was born in 1980 in Mochudi, Botswana, and currently lives and works between Johannesburg, South Africa and Toronto, Canada. She has at times times called various parts of Africa, Southeast Asia, Canada and the United States home. Motivated by her experiences in these diverse locales, Sunstrum explores how one’s sense of identity develops within geographic and cultural contexts. Her drawings – narrative landscapes that appear simultaneously futuristic and ancient – shift between representational and fantastical depictions of volcanic, subterranean, cosmological, and precipitous landscapes. Recent exhibitions and performances include FRAC Pays de Loire, France (2013), Brundyn Gallery, Johannesburg (2014), MoCADA, New York (2011), and the 2012 Havana Biennial.",https://artpace.org/wp-content/uploads/Headshot-PPSunstrum-2016-Photo-©-Cristina-Cuevas_Square-Web-Crop-470x487.jpg
en,Person,Zoë Charlton,Summer 2018 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/zoe-charlton,IAIR Summer 2018,Baltimore,"Baltimore, MD","Zoë Charlton was born in Tallahassee, Florida, in 1973, and lives and works in Baltimore, Maryland. Charlton received her MFA degree from the University of Texas at Austin and her BFA from Florida State University in painting and drawing. She has participated in residencies at the Skowhegan School of Painting and at The Creative Alliance in Baltimore, MD. Her work has been included in national and international group exhibitions including the Contemporary Art Museum (Houston, TX), the Studio Museum of Harlem (NYC, NY), the Zacheta National Gallery of Art (Warsaw, Poland), Haas & Fischer Gallery (Zurich, Switzerland), Clementine Gallery (NYC, NY) and Wendy Cooper Gallery (Chicago, IL). Charlton’s work has been reviewed in ARTnews and Art in America. Previous experiences range from being an animator for Flat Black Films in Austin, Texas to teaching positions at Missouri State University (MO) and Southwestern University (TX). She is an Associate Professor of Art at American University in Washington, DC.",https://artpace.org/wp-content/uploads/IAIR_ZoeCharltonHeadshot_5.17.2018.png
en,Person,Jenelle Esparza,Summer 2018 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/jenelle-esparza,IAIR Summer 2018,San Antonio,"San Antonio, TX","Jenelle Esparza is originally from Corpus Christi, Texas. Primarily a photographer, Esparza also works in multi-media installation and abstract photo-based work. She received her BFA in photography from the University of Texas at San Antonio in 2010. She was recently awarded the 2015 NALAC (Nat’l Association of Latino Arts and Culture) Artist Grant for her project El Color de la Obra, exhibited at the Guadalupe Cultural Arts Center. She has exhibited nationally and is currently Education Coordinator at the McNay Art Museum.
Photo Credit: Rigoberto Luna
Jenelle’s Website",https://artpace.org/wp-content/uploads/IAIR_JEsparzaHeadshot3_RigobertoLunaCredit_5.22.2018-470x470.jpg
en,Person,Jeffreen Hayes,"Summer 2018 International Artist-in-Residence Program Guest Curator
Executive Director, Threewalls",https://www.artpace.org/artists_and_curators/jeffreen-hayes,IAIR Summer 2018,,,"As the Executive Director of Threewalls, a position she has held since 2015, Jeffreen provides strategic vision for the artistic direction and impact of the organization in Chicago. Under her leadership, Threewalls intentionally develops artistic platforms that encourages connections beyond traditional engagements with art.
An advocate for racial inclusion, equity and access, Jeffreen has developed a curatorial and leadership approach that invites community participation, particularly those in marginalized communities. Her curatorial projects include Intimate Interiors (2012), Etched in Collective History (2013), SILOS (2016), Augusta Savage: Renaissance Woman (2018), and Process (2019).",https://artpace.org/wp-content/uploads/IAIR_JHayesHeadshot_6.6.2018-470x470.jpg
en,Person,Kapwani Kiwanga,Spring 2018 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/kapwani-kiwanga,IAIR Spring 2018,Paris,"Paris, France","In her most recent works Kapwani Kiwanga appears like a scientist, mobilizing her knowledge in social sciences to develop research projects. Following a singular methodology, she creates specific protocols she uses like filters to observe specificities and capacity to change of cultures; the result can take the form of installations, videos or happenings. Kapwani Kiwanga studied anthropology and comparative religion at McGill University (Montreal, CA). She has followed the program “La Seine” at the Ecole Nationale Supérieure des Beaux-Arts de Paris, and also works at Le Fresnoy (a french national center for contemporary art). She was artist in residence at the MU Foundation in Eindhoven (NL) and at the Box in Bourges (FR). Kapwani Kiwanga’s works have been already exhibited in Centre Georges Pompidou (FR),  the Glasgow Center of Contemporary Art (UK), the Museum of Modern art de Dublin (IE), the Bienal Internacional de Arte Contemporáneo de Almeria (ES), Salt Beyoglu in Istanbul (TK), the South London Gallery (UK), the Jeu de Paume in Paris (FR), the  Kassel Documentary Film Festival (DE), the Kaleidoscope Arena Rome (IT) and at Paris Photo (FR). Kapwani Kiwanga has been nominated as commissioned artist by The Armory Show, where a solo show is devoted to her work in 2016. Twice nominated for BAFTA, her movies have been rewarded in several international festivals.",https://artpace.org/wp-content/uploads/Kapwani.jpg
en,Person,Rafa Esparza,Spring 2018 International Artist-in-Residence (National),https://www.artpace.org/artists_and_curators/rafa-esparza,IAIR Spring 2018,Los Angeles,"Los Angeles, CA, USA","Rafa Esparza is a multidisciplinary artist who was born, raised, and is currently living in Los Angeles. Woven into Esparza’s bodies of work are his interest in history, personal narratives, and kinship. He is inspired by his own relationship to colonization and the disrupted genealogies that come forth as a result. Using live performance as his main form of inquiry, Esparza employs site-specificity, materiality, memory and (non)documentation as primary tools to interrogate and critique ideologies, power structures and binaries that problematize the “survival” process of historicized narratives and the environments wherein people are left to navigate and socialize. Esparza has performed in a variety of spaces including AIDS Project Los Angeles, Highways Performance Space, REDCAT, Human Resources, SOMArts, Vincent Price Museum, LACE and various public sites throughout Los Angeles. He is a recipient of an Emerging Artist 2014 California Community Foundation Fellowship for Visual Arts, a 2014 Art Matters grantee, and a 2015 recipient of a Rema Hort Mann Foundation Emerging Artist Grant. Esparza was recently part of the 2016 Made in L.A. Biennial at the Hammer Museum and the 2017 Whitney Biennial.",https://artpace.org/wp-content/uploads/Rafa.jpg
en,Person,Carlos Rosales-Silva,Spring 2018 International Artist-in-Residence (Texas),https://www.artpace.org/artists_and_curators/carlos-rosales-silva,IAIR Spring 2018,Austin,"Austin, TX, USA","Carlos Rosales-Silva was born in El Paso, Texas and has lived throughout Texas. He graduated from the University of Texas at Austin but considers oral histories from Mexican and Indigenous peoples, post-colonial historical texts, and spaces that are safe and inclusive for people of color the foundation and central cosmology of his work. His most recent output reclaims the colors and forms that have long been (ab)used to create oppressive stereotypes of Mexican and Indigenous peoples. Draining direct references, symbols, and figures allow him to study the color and form of his identity while withholding easily exploitable imagery. Rosales-Silva’s central intellectual and artistic project is de-centering his white, hetero, Euro-centric western education. He has exhibited throughout Texas, and in Los Angeles, Miami, Minneapolis, Chicago, Kansas City, and Brooklyn and was most recently an artist in residence at Pioneer Works in Brooklyn, NY.",https://artpace.org/wp-content/uploads/Carlos-470x470.jpg
en,Person,Risa Puleo,"Spring 2018 International Artist-in-Residence Program Guest Curator
Independent Curator and Critic",https://www.artpace.org/artists_and_curators/risa-puleo,IAIR Spring 2018,,,"Risa Puleo is an independent curator and critic. She is currently working on exhibitions that will be presented at the Contemporary Arts Museum Houston; Bemis Center for Contemporary Art, Omaha; Charlotte Street Foundation; Kansas City, and the Leslie-Lohman Museum in New York City. Puleo has Masters degrees from the Center for Curatorial Studies at Bard College and Hunter College’s art history program. She has written for Art in America, Art Papers, Art 21, Asia Art Pacific, Hyperallergic.com, Modern Painters and other art publications. She is the inaugural curator-in-residence at Bemis Center for Contemporary Art in Omaha.",https://artpace.org/wp-content/uploads/Puleo-headshot-470x417.jpg
en,Person,Lili Reynaud-Dewar,Fall 2017 International Artist-in-Residence (International),https://www.artpace.org/artists_and_curators/lili-reynaud-dewar,IAIR Fall 2017,Grenoble|Geneva,"Grenoble, France / Geneva, Switzerland","Lili Reynaud-Dewar was born in La Rochelle, France, in 1975 and currently lives and works in Grenoble, France. Her solo exhibitions and projects have been presented at Tate Modern, London (2017), New Museum, New York City (2014), Index, Stockholm (2014); Outpost, Norwich, England (2014); Frieze Projects, London (2013); Le Consortium, Dijon, France (2013); Le Magasin, Grenoble (2012); and Kunsthalle Basel (2010). Her work has also been included in a number of international group exhibitions, including the 12th Lyon Biennial (2013), the Paris Triennial (2012), and the 5th Berlin Biennial (2008), and has been exhibited at venues such as Witte de With, Rotterdam, Netherlands (2014); the Studio Museum in Harlem, New York (2013); and Generali Foundation, Vienna (2012). She cofounded the feminist journal Pétunia with Dorothée Dupuis and Valerie Chartrain in 2011, the same year she also cofounded the experimental school Baba with a group of collaborators; in 2013, she was the recipient of the Prix Fondation d’entreprise Ricard. Since 2010 she has held a professorship at Haute école d’art et de design, Geneva.",https://artpace.org/wp-content/uploads/Lili-Reynaud-Dewar-photo-by-Jean-Marie-Delmoral.jpg
